text,category
 BPO| Non Voice Process| inbound| Calling| LPO| KPO| voice process| Domestic| Customer Care| Domestic BPO| international call center| Call Center| International BPO,Fresher
 Cold calling| Analytical skills| Customer satisfaction| enterprise business| Software sales| Account management| Customer service| Market penetration| Business case| Technical documentation,Sales Executive/Officer
 jQuery| MySQL| Web development| Javascript| PHP| HTML| Zend| Troubleshooting| SQL| Ajax,Software Developer
 Outbound| Antivirus| Technical support| Technical Support Associate| process| Sales| Spot| Inbound calls| US shift| Comp,Associate/Senior Associate -(Technical)
 Business process| C| Data management| Consulting| Data quality| Informatica| Outsourcing| Operations| Data architecture,Software Developer
 MIS| CMS| Risk management| Sales| Penetration| CSR| Banking| MOM,Branch Manager
 CRO| Investment management| Management| Investment,Assistant Manager/Manager-(NonTechnical)
embedded hardware| rs232| spi| i2c| usb| ethernet| wireless| altium| pads| orcad| PCB design,Embedded Technologies Engineer
specialist paed|Mbbs|Specialist Paediatrician|Dch|DNB,"Dear all, Urgent vacancy at Fortis Hospital Mulund, Mumbai for Interventional Paediatric Cardiologist. Qualification - MBBS, DCH(Paediatric), DNB(Paediatric), FNB(Peadiatric Cardiology) Experience - 0-4 Yrs Interested candidates can share their resume on rahul.narkar@fortishealthcare .com or can call us on 02249254263/02249254292 Salary: Not Disclosed by Recruiter Industry: Medical / Healthcare / Hospitals Functional Area: Other Employment Type: Full Time, Permanent"
 c++| C| design| MySQL| JavaScript| HTML,Software Developer
 education| institute| educational sales| bpo sales| student counselor| career advisor| inside sales| education sales,Counselor
 technical architecture,Software Developer
 Target Achievement| IT Recruitment| hiring| Social Media| Selection Process| HR| Technical Recruiter| sourcing| Recruitment| staffing| Screening| talent acquisition| Conducting Interviews| it recruiter| Talent Sourcing,HR Executive
 Windows| Android| Mobile technology| Continuous improvement| Executive management| Business Executive| Analytical skills| Delivery Lead| Deployment| Banking,Team Lead/Technical Lead
 Training| Data analysis| Automation| Excel| Senior Analyst| Analytical| Focus| Black Belt| Six sigma black belt| Six sigma,Associate/Senior Associate -(Technical)
Telecom|Networking|Telecommunication|Technical Specifications|Avaya|Feasibility Studies,Associate/Senior Associate -(Technical)
 Marketing Executive,Marketing Research Executive/Manager
Websphere Application Server| Websphere Portal| IBM DB2,Technical Architect
 Training| Sales| Networking| Management| Testing,IT/Networking-Manager
 Payroll| Industrial relations| Office administration| HR Administrator| Broking| Vendor management| MS Office tools| Time office| Financial services| Recruitment,HR Manager
 technical helpdesk| tso| technical support| technical support representative| tsr| service desk| desktop support engineer| tse| technical support executive| desktop support| it helpdesk,Associate/Senior Associate -(Technical)
 Core Java| Javascript| Multithread Programming| Collections| Spring Mvc| Design Patterns| Data Structures| Algorithms,Team Lead/Technical Lead
 Linux| MySQL| SQL| GIT| Networking| nginx| Django| Shell scripting| Apache| Python,Software Developer
 Back Office Processing| MCOM| Bcom| Advanced Excel,Associate/Senior Associate -(NonTechnical)
embedded c| autosar| automotive infotainment| kwp2000| microcontroller| diagnostics| system testing,Software Developer
 Cold calling| Account management| Networking| Leasing| Property acquisition| Manager Client Servicing| Sales| Relationship| US process,Sales/Business Development Manager
Java| CSS| JSP| XML| Cq5| Javascript| XHTML| HTML| JSON| JQuery,Software Developer
 Media Preparation| Fermentation| CGMP| api| Microstrategy| SCADA| DCS| PLC,Microbiologist
Sales| Business Development| Salary| Incentives| Field Work| Direct Sales| sales executive| Mba Fresher| Corporate Sales| Banking Sales| B2C Sales,Sales Executive/Officer
 Accounting| Finance| Financial Management| Account Management| Quality Management| Six Sigma| black belt| green belt| Accounts Payable| general ledger| fixed assets| GST| Taxation| TDS| Training| Quality| Quality Audit| Invoice Verification| ISO| Copc| manager quality,Accounts Manager
mis reporting| Sales Coordination| Sales Coordinator| sales support| sales| Quotation| billing| marketing| ms excel| B2B| Excel| mis| lead generation| invoice,Sales Coordinator
 C++| HTML| Enterprise applications| development| software| OS internals| level| Management| it| tools| Computer science| cloud| Data management| devops| SCALA| design| VMS| Distribution system,Software Developer
 Asp Net| MS SQL| SQL Server| vb.net| Software Development| Software Developer| .Net| dot net,Software Developer
 bpo| domestic bpo| bpo fresher| fresher| b.b.a| bba fresher| ba| b.com| b.a| backend| back office| non voice| us shift| cce| customer care,Associate/Senior Associate -(NonTechnical)
 DFT| SOC| Debugging| JTAG| Simulation| atpg| IPS| Software services| Monitoring,Software Developer
 statutory audit| Internal Audit| Accounting| Finance| Statutory Compliance| Accounts Receivable| Accounts Payable,ICWA
 communication| mobile| development| Java| roid| Development| MySQL| SQL| RESTful| web| s| iOS,Software Developer
fresher| technical support| networking| international bpo| voice process| computer hardware| software| service desk| customer support| helpdesk| engineer| l1| trainee,Associate/Senior Associate -(Technical)
 Customer Support| customer care| customer service| customer service executive| customer service associate| customer service representative,Fresher
 web technologies| java| .net| Fresher,Software Developer
Java| J2EE| SQL Server| ITIL| AWS,Software Developer
 development| paints| flooring| coordination| cost estimation| induction| payment collection| chemicals,Sales Executive/Officer
 customs| Import Documentation,Documentation/Shipping-Executive/Manager
 international sales| cold calling| direct sale| business development| bdm| inside sales| inhouse sales| voice process| international voice process| lead generation| telesales| sales representative| telemarketing,Sales/Business Development Manager
 brand management| media relations| pr| public relations| brand communication,Public Relations & Media Relations Manager
 MIS| Salesforce| Analytics| Macros| Data mining| Telecommunication| MS Word| Excel| Powerpoint| Management,Business Analyst
 site| utilities maintenance| plant| electrical| mechanical| textiles| commissioning| coordination| electrical installation,Maintenance Engineer
SFDC|Salesforce|Saleforce cloud|java,Software Developer
 Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management,Telecalling/Telemarketing Executive
rest|react.js|java|j2ee|microservices,Software Developer
 Management Trainee| Financial management| Consultancy| FMCG,Chartered Accountant
 Enterprise Architecture| Software Development| DW| Analysis Services| Shell Scripting| Technical Leadership| Data Warehousing| .NET Framework| SQL| Solution Architecture,Software Developer
 Industrial sales| Sales strategy| Sales Executive| Service Executive| Marketing Executive| Data sheets| Technical| Management,Sales Executive/Officer
 aop| Estate| financial| real estate| project| infra| analysis| Presentation| budgeting| financial management| mis| FPA| valuation analysis| project analysis| debt| finance| budget,Financial Analyst
Java| Hibernate| jQuery| RDBMS| Javascript| JDBC| J2EE| SQL Server| MVC| Spring,Software Developer
 CSS| Open Source| HTML| Webservices| Joomla| Drupal| Software Development| OSCommerce| RDBMS| MySQL| Javascript| PHP| AJAX| Ajax,Software Developer
 Computer Networking| Windows Server| computer hardware| it,System Administrator
 Civil engineering| FIDIC| Educational qualification| BASIC| Transportation| Senior,Civil Engineer-Highway/Roadway
 Android| Software Development Manager| XML| Data structures| Algorithms| JSON| SQLite| Mobile application development| Web technologies| Web services,Software Developer
 Rest| Core Java| C| Algorithms| Solr| Django| Hadoop| Javascript| MongoDB| Python,Software Developer
 medical coding,Medical Officer
 automation framework| Windows OS| Automation testing| Linux| Networking| Test scripts| Mentor| Selenium| Unit testing| Python,Software Developer
 bba| b.com| mba| bca| technical support| cce| customer service,Associate/Senior Associate -(Technical)
 Loans| Evaluation| Forex| top| Broking| Relationship| Banking| Flex| HTTP| Financial services,Sales/Business Development Manager
 Technical support| Outbound| Service| Comp| Technical Support Associate| Inbound voice process| Inbound calls| Bonus| Business Executive,Associate/Senior Associate -(Technical)
 healthcare| php| travel| development| technical| software| verbal communication| developing| mts| software development life cycle| concepts| application| web| leadership skills| web based application,Software Developer
IoT| Product Management| 3GPP| GSM| LTE| Technical Architect| IP Networking| Telecom,Product Manager
 Analytical skills| Software design| AutoCAD| Pressure vessels| Mechanical| Staad Pro| Heat exchangers| ANSI| Piping design| Static equipment,Mechanical Engineer-Plumbing/Fire Protection
 college| Maths| Content Creation| mentor| Calculus| Mathematics| content development| Education| Subject Matter Expertise| content writing| Fresher,Fresher
 development| btech| git| linux| mvc architecture| mysql| web applications,Software Developer
 Accounting Software| Finance| Auditing| Taxation| IFRS| IGAAP| Statutory Audit| Chartered Accountant| Financial Reporting| Tax Audit,Chartered Accountant
 Human Resource Management,Head/VP/GM-HR
 data analysis| Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls| caller| tech support| technical support| BPO| inbound| outbound| calling| voice| non voice| customer service| cce| uk| us| voice process,Associate/Senior Associate -(Technical)
fresher|english|typing,Associate/Senior Associate -(NonTechnical)
 Logistics| Costing| Freight| Monitoring| SEZ| Technical support| Project documentation| Project development| Economic analysis| Infrastructure,Civil Engineer-Traffic
 patient care| Patient Relations,Nurse
 MEP| Quantity Surveyor,Electrical Engineer-Commercial
 design| c++| C| android| HTML| it| automation| MySQL| JavaScript| developer| email,Software Developer
 Technical Management| Java| Hive| Shell Scripting| SCALA| Hadoop| Spark| Hdfs| SQL| Client Handling,Technical Architect
 contractor billing| cost| drawings| detailed| quantities| drawing| check| rate analysis| budgeting| billing,Construction-Residential
 Computer Savvy,System Analyst
 Product Manager| Project Management| Agile| Healthcare| genomics| scrum| pharma| product planning,Project Manager-IT/Software
 wages| tds| bank position| fund management| gst| accounting| financial planning| salary| project finance| indirect taxation| financial statements| banking,Accounts Executive/Accountant
 Corporate Sales| Sales Executive Activities| Relationship Building| Communication Skills| Handling Customer Queries| Client Management| Problem Solving| Social Media| Web Technologies,Sales Executive/Officer
java|linux|debugging|Informatica|etl|support|sql|plsql,"PTC Inc. is a computer software and services company founded in 1985 and headquartered in Boston, Massachusetts. The global technology company has over 6,000 employees in 30 countries, 1,150 technology partners and over $1bn in revenue.[citation needed] The company began initially developing parametric, associative feature-based, solid computer-aided design (CAD) modeling software in 1988, including an Internet-based product for product lifecycle management (PLM) in 1998. PTC products and services now include Internet of things (IoT) and augmented reality (AR) among others."
Design|embedded firmware|assembly programming|SSD|Continuous Integration|storage systems|HDD|firmware development|Test Driven Development,Software Developer
 project developer| Project Development| project programming,Software Developer
 Brand management| Social media| Strategy formulation| Media research| Business planning| Digital marketing| Marketing budget| Analytics,Head/VP/GM-Marketing
 Oracle Apps| Change management| SCM| Application management| Techno functional| Problem management| Incident management| Business delivery| Troubleshooting| Oracle e-business suite,Software Developer
 image editing| design| html| web design| javascript| jquery| designing,Web Designer
 maintenance management| Air Compressor| operation management| Cooling towers| Utility Management,Production Manager
 Educational Sales| marketing executive| Direct Sales| Direct Selling| field executive| business development executive| Field Work| sales marketing| Revenue Generation,Sales/Business Development Manager
 Performance tuning| Animation| Backend| Mobile phones| continuous integration| IOS app| Infrastructure| Focus| Swift| Cloud,Software Developer
 Payroll| Web services| SOA| BPO| Computer science| Usage| ESP| Staffing| Analytical| Distribution system,Software Developer
 large| build| codeigniter| php| us| who,Software Developer
 Outbound| Business Development Associate| MS Office| Lead generation| CV| Email| Workflow| Brand Awareness| IT management| Business Executive,Sales Executive/Officer
 Networking| Unix scripting| Windows,Network Administrator
Hibernate| Db2| JBoss| RDBMS| XML| Eclipse| Struts| Oracle| Middleware| SDLC,Head/VP/GM-Quality
 communication skills| international process| Technical Support,Associate/Senior Associate -(Technical)
 Technical Documentation| Biochemistry| Research| Product Development| Chemistry| UPLC| Method Validation| Analytical Method Development| mass spectrometry| HPLC| LCMS| Stability Studies,Bio/Pharma Informatics-Associate/Scientist
 Voice process| Outbound| Productivity| US shift| Bonus| Technical support,Associate/Senior Associate -(NonTechnical)
 SQL Server| T - SQL,Software Developer
 Jenkins| Nginx| DevOps| GIT| Perforce| Docker| Networking| Build| HTTP| Apache| AWS,System Administrator
 IT services| Solution architecture| PMP| human capital| Project management| Application development| Project planning| Project delivery| Information technology| Monitoring,Project Manager-IT/Software
 Hr Compliance| human resource compliance| recruitment compliance| hiring compliance,HR Executive
gsm| l2| analog| development| ethernet| wifi| pcb design| usb| debugging| simulation,Team Lead/Technical Lead
 SAP ABAP| sap abap consultant| sap abap technical,ERP Consultant
 Telecom| Costing| Internal Auditor| Compliance| management| Outsourcing| Tax audit| Operations| Auditing,Audit Manager
 Visualization| Data Analytics| Splunk,System Administrator
 Analytics| Process improvement| Order management| Claims| Analytical| Sales operations| Operations| SAN| Business management| Customer satisfaction,Associate/Senior Associate -(NonTechnical)
 tele marketing| tele sales executive| Tele Caller,Telesales/Telemarketing Executive/Officer
 Alternate sourcing| Compliance| External audit| Customer satisfaction| Underwriting| indirect sourcing| Management| Lead management| Servicing| Sales achievement,Branch Manager
 marketing executive| distributors| customer profiling| sales strategy| market research| Business Development| sales executive,Sales Executive/Officer
 channel sales| walmart| business development| sales| amazon| e - commerce| online sales| Cataloguing| ebay,Sales/Business Development Manager
 cloud| Azure| Power Bi| Bi| SSRS| ms sql server| SQL Server| SSIS,Software Developer
 SAP| Tax| Taxation| Global Delivery| Indirect Taxation| Ca,Chartered Accountant
 contact center| team handling| inbound process| outbound sales| customer service| BFSI DOMAIN,Team Leader -(NonTechnical)
 Business Analyst| Business analysis| Business process| Process design| Business case| Training,Business Analyst
 Sales Support| Commercial Management| Procurement Planning| Inventory Planning| Inside Sales| Order Processing,Commercial Manager
 mba| crm| accounts| selling| project management| pricing| consultingcorrespondence| email,Sales/Business Development Manager
 configuration| test cases| uat| logistics| functional testing| operations| integration testing| business process| oracle transportation management| user acceptance testing| wms| support,Outside Consultant
 Application support| IHS| Testing| Legal,Technical Support Engineer
 C++| SQL| Python| Algorithms| Analytics| Customer service| Customer support| Computer science| Machine learning| Tools,Software Developer
 technical support executive| Technical Voice Process,Associate/Senior Associate -(NonTechnical)
 Branding| Photoshop| Consulting| Graphics| Email| Creative Analyst| Creative| sales enablement| Box| Focus,Graphic Designer
 BPO| Supply chain management| ITES| Product quality| Automation| Market intelligence| Management| Monitoring| Performance improvement,Assistant Manager/Manager-(NonTechnical)
 HTML| Javascript| CSS| Ajax| Bootstrap| JQuery| Kendo Ui| MySQL| MS SQL| Google Maps| angularjs,Network Administrator
 Java| Hibernate| Redis| Spring| SQL| NoSQL| MySQL| MongoDB,Software Developer
 Telecom| Service| Comp| Voice process| Target| Typing| Outbound process| Spot| International voice process| Presentable,Associate/Senior Associate -(NonTechnical)
 Continuous improvement| Information technology| Enterprise software| github| devops| Cloud| Infrastructure| jenkins| Testing,Software Developer
 Interpersonal skills| Sales| MIS| Area sales| Database| Marketing communication| Sales promotion| Corporate sales| CRM,Client Servicing/Key Account Manager
 Alternate sourcing| External audit| Customer satisfaction| Underwriting| Relationship| indirect sourcing| Management| Lead management| Servicing| Sales achievement,Sales Officer
 Quality manager| critical care| Consultant| medicine| ICU| hospital| resident,Quality Assurance/Quality Control Manager
 Customer Support| Technical Support| Microsoft Server| Cloud| Inbound| Operations| IT Hardware| Virtualization| Support Services| Server Administration,Technical Support Engineer
 Electronic media| Payroll management| Social media| Office administration| Scheduling| Digital marketing| Advertising| Recruitment| Auditing,HR Executive
 market research| customer profiling| sales executive| marketing executive| distributors| Business Development| sales strategy,Sales Executive/Officer
 Teaching| Educator| Counselor| Mentor| Trainer| Advisor,Assistant Professor
 VMware,System Administrator
 Android Application Development| Rest| software development| asp.net| mvc architecture| AWS| sql server,Software Developer
 spring| java| cassandra| design patterns| mongodb| core java,Team Lead/Technical Lead
 Communication Skills| School| Social Studies| Teaching,Social Studies Teacher
 marketing executive| Sales| distributors| customer profiling| sales strategy| market research| Business Development| sales executive| Marketing,Sales/Business Development Manager
 Android Studio| Android| Java,Software Developer
 Credit Analysis| Audit| Internal Audit| Internal Control| Compliance| Banking| Credit Risk| Risk Management,Credit Manager-Corporate Banking
 Workflow Management| project management| corporate finance| Client Management| finance function| Business Finance| Management Consulting| financial management| Service Delivery| Strategy| Budgeting| Data Analytics| financial transformation| Shared Services,Outside Consultant
 credit card analytics| strategic planning| strategy| strategy development| statistical modelling| sas| predictive analytics| business analysis| corporate planning| corporate strategy| financial modelling| management consulting| business intelligence,Business Analyst
 marketing executive| distributors| customer profiling| market research| Business Development| sales executive,Copywriter
 Computer science| SAN| orchestration| Web technologies| Javascript| HTML| Distribution system| Ruby on rails| marketing automation,Software Developer
 Production Engineering| Quality,Trainee
 Product Strategy| Product Management| product management| Engineering Manager,Project Manager-IT/Software
 General accounting| Data mining| ERP| US GAAP| IFRS| Operations| Journal entries| Wellness| Machine learning| Revenue accounting,Chartered Accountant
 benefits| fundamentals| automation| optimization| documentation| networking| test design| validation| network management| cisco certified network associate,Testing Engineer
 business loan| sme| sme sales| sme finance,Sales/Business Development Manager
 Grievance Handling| Attendance| Administration| Statutory Compliance| Training Management| Leave Management| Recruitment,HR Executive
 php| javascript| mysql| jquery| html| web technologies| Technical Lead| team lead,Team Lead/Technical Lead
C#|Software Development Life Cycle|Communication Skills|Customer Service|SOA|Written Communication|ASP.Net|Scrum|SQL Server|Web Services,Software Developer
 HR| Performance Appraisal System| Training Needs| Benefits| HR Generalist Activities| Human Resource Management,HR Executive
 ERP| Automation| SAP| XML| Shell scripting| Oracle| VB| Technical support| CRM| SQL,System Administrator
Smarty| Database architecture| Performance tuning| algorithms| css| Payment systems| html5| CMS| adobe| windows| javascript| SQL| database| Linux| PHP| developer| api| Database management system| Ajax,Software Developer
XML| Javascript| SQL| GIT| PDF| Postgresql| MySQL| Apache| AWS| CSS3,Team Lead/Technical Lead
 Unix| Computer science| SQL queries| Data analysis| Email| Consulting| Shell scripting| Educational qualification| Monitoring| Python,Software Developer
 development| wordpress| drupal| php| mysql| html| photoshop| javascript| forms,Graphic/Web Designer
 bd| skin care| hair care| business development| bdm| sales| cosmetics| marketing| personal care,Sales/Business Development Manager
 data analysis| Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls| caller| tech support| technical support| BPO| inbound| outbound| calling| voice| non voice| customer service| cce| uk| us| voice process,Associate/Senior Associate -(Technical)
 data analysis| Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls| Vendor Management,Associate/Senior Associate -(NonTechnical)
SAP B1| Business Process| SAP Business One,Technical Support Engineer
 ERP| Interpersonal skills| Demo| Technical| Sales presentations| Application| Business Executive| Negotiation skills| Solid,Sales Executive/Officer
 sales executive activities| product presentation| written communication| selling| negotiation skills| crm| communication skills,Sales Executive/Officer
 C++| MATLAB| Image processing| Life sciences,Software Developer
 International BPO| Call Center| Customer Care| Calling| Non Voice| Domestic| Communication Skills| Data Entry| back office,Fresher
 algorithms| c++| c| socket programming| linux| data structures| multithreading| ipc| compilers,Software Developer
 jQuery| SSRS| Javascript| ASP.Net| SQL Server,Software Developer
 Detail Design| Impact Analysis| Hyperion Planning| Solution Delivery| Essbase| Performance Tuning,Software Developer
 Accounting Entries| Finance| Auditing| Statutory Audit| Internal Audit| TDS| Bank Reconciliation| Invoice Processing| Sales Order| Channel Partners,Commercial Manager
 Training| RECRUITER| Presentation Skills| Hr Mba| recruitment executive| Human Resource Management| Hr Fresher| HR Recruiter| Recruitment,Recruitment Executive
 Sales Head| Sales| FMCG Sales,Head/VP/GM/National Manager -Sales
JAVA| REST| software development| development testing| XHTML| J2EE| JEE| SOAP,Software Developer
 php| javascript| coding| database| web| xml| administration| linux| programming,Software Developer
International Call Center|International BPO|voice process|voice support|Inbound|customer service|Upselling|outbound sales|US Shift|UK Shift|Customer Care Executive|International Voice Process|English Honors|BPO,Associate/Senior Associate -(NonTechnical)
 blogs| web content writing| seo| articles| social media| content management| proof reading| editing,Copywriter
 risk management| sr. executive| Senior Executive| fraud| risk| internal audit| Research Associate| risk analysis,Associate/Senior Associate -(NonTechnical)
 Management Trainee Marketing| Logistics management| Management Trainee| Marketing management| Excel| SUB,Marketing Research Executive/Manager
 Electrical engineering| Manpower management| Production engineering| Third party inspection,Production Manager
 Six Sigma| PMP| Python| assembly language| development| JavaScript| .NET| HTML| developer| Oracle| SQL,Software Developer
C#|Windows Forms|ADO.Net|SSRS|Javascript|ASP.Net|.Net|Entity Framework|WCF|SQL Server,"TEKsystems - an Allegis Group company, is the world's leading Technology Staffing & services Organization. We service over 4000 clients globally, of which 91% are Fortune 100, 82% are Fortune 500 companies. At the moment, I am working towards SAP C4C consultant position for one of our clients - A global leader in manufacturing engineered products for Defence, Aero-Space, Atuomobile, Automotives, Power Transmission etc., based in Bangalore."
 objective c| Ios Development| swift,Software Developer
presales|solution design|application development|business process|technology implementation|release management|SAP SuccessFactors|SAP|XML Pre - sales,Software Developer
 Execution| Project Management| Pumps| SCOPE| Turbine| Compressors| Third Party| Rotary| Risk Management,Project Manager-Production/Manufacturing/Maintenance
 Customer Experience| Technical Support| Disaster Recovery| Customer Satisfaction| Project Delivery| Data Center| HP Data Protector| Networker| Professional Services,Solution Architect / Enterprise Architect
 Cold calling| Technical analysis| Financial markets| PDF| Sales| Share market| Analytics,Sales/Business Development Manager
 Outbound| Service| Technical support| Target| process| Technical| Inbound calls| Bonus| Business Executive| Comp,Associate/Senior Associate -(NonTechnical)
 Web development| PHP| Open source| development| software| developing| HTML| Zend| jquery| database| web| XML| MySQL| Wordpress| Javascript| Ajax| applications| magento,Software Developer
 MIS| Excel| MS Office,HR Executive
b2c sales| cross selling| relationship management| inside sales| sales management| outbound sales| outbound calling| upselling| telecalling| International Sales| Voice Process| US Sales| Night Shift,Sales/Business Development Manager
 HTML| PHP| Ajax| developing| JSON| tools| Joomla| oop| jQuery| Version control| Web technologies| web| Wordpress| design| Object oriented programming| programming| deployment| magento,Software Developer
 asp.net| mvc| oracle| SQL Query,Software Developer
 Area Sales| Educational Qualification,Sales Executive/Officer
javascript| jquery| grunt| ajax| bootstrap| html5| accessibility| git| front end,Software Developer
 Embedded C| C++| Linux| Design Patterns| HMI| OOPS| Programming| Solution Development| Embedded Development,Software Developer
 anaplan| system analysis| sql| business process| Netsuite| ERP,Business Analyst
Windows|Linux|Ansible Oracle|JIRA|GIT|Devops,Software Developer
 Graphic Designing| Branding| Logo Design| Communication Design,Graphic Designer
 voice & accent trainer| training| accent,Trainer
 Subcontractors| Technical| Project management| Engineering project management| Mechanical| Billing| EPC| Budgeting| engineering procurement| Site engineering,Construction-Construction Management
 Redhat| Basic| Windows OS| Monitoring tools| Networking| Linux| Network operations| Infrastructure| Server OS,Software Developer
 Linux| System Administration| Scripting| OpenStack| Virtualization| Network Administration| Cloud| Perl| Linux Administrator,System Administrator
 Balance Sheet Finalisation| TDS| Advance Tax| Finance| PF| VAT| Gst| ESI| Taxation,Accounts Manager
 HTML| SEO| Analytics| Algorithms| Guest| Keyword research| Link building| Off-page optimization| SEO Expert| Auditing,Associate/Senior Associate -(Technical)
 Unix| Automation| Linux| SOA| XML| Active directory| Agile| Perl| microsoft| SDLC,Team Lead/Technical Lead
 Analytical skills| Analytical| Hardware design| Testing,Design Engineer
 MS SQL| VOIP| Troubleshooting| IVR| ISDN| Consulting| CTI| SOW| SIP| WebEx,Software Developer
 java| xml| networking| sql| roid| json| messaging| data management| working,Software Developer
 Technical Expert| Unix| Linux| Python| Data structures| Firewall| DNS| Configuration management| Coding| Analytics,Team Lead/Technical Lead
 critical care| Consultant| resident| medicine| ICU| hospital,Pharmacist/Chemist/Bio Chemist
 SAP Consultant| Proxy| BAPIs| ABAP| CRM| BADIs,Outside Consultant
 Administration| Treasury operations| KPI| Banking| Transaction processing| Software services,Treasury Manager
 auto components| boilers| pressure vessels| valves| fabrication| Foundries| Oil & gas| Forgings,Regional Manager
 production| manufacturing| packaging| maintenance| quality,Trainee
Training Need Analysis|Soft Skills|Administration|Training Needs|Coaching|Front Office|TNA|Data Management|Annual Reports|Mentoring,Trainee
 Pagemaker| DTP Operating| Indesign,Graphic Designer
 Sheet metal| Machinery| Heavy fabrication| Mechanical,Production Manager
 Help Desk| Customer Service| data analysis| customer relationship| access controls| Asset Management| Vendor Management,Product Development Manager
 Data Science| Algorithms| Software Engineering| System Architecture| Django| Database Design| Data Security| Data Processing| Postgres SQL| Python,Software Developer
 C#| JAVASCRIPT| CSS| VB.NET| .net developer| asp .net| JSON| HTML| dot net| WEB APPLICATIONS| SQL DATABASE| XML| ASP.NET| .net| MVC| AJAX,Technical Architect
Outsourcing|Operations|Technical support|Manager Technology|devops,System Administrator
International Taxation|Process Quality|Tax Returns|Service Delivery|Global Delivery,Accounts Executive/Accountant
 service| alliances| software development| be| program manager| software sales| custom| target oriented| working| industry,Sales/Business Development Manager
 Web services| Sales| SFDC| Cloud| Salesforce.com| Agile methodology| Apex| SOAP| CRM,Software Developer
 International Voice Process| Outbound Calling| Sales| us shift| customer care executive| customer support executive,Associate/Senior Associate -(NonTechnical)
 Angularjs| Java| user interface designing| user interaction| Node.Js| javascript| sql| excel| react.js| activex| vba developer| NoSQL| xml| java ee| json| ui design| webservice| aws,Software Developer
 Customer Support| bde| freshers| Technical Support| Data Management| B.E| Backend Operations| bda,Customer Support Engineer/Technician
 pre - sales| technical marketing| backup| product development| storage,Pre Sales Consultant
 javascript| bootstrap| css| angularjs| mysql| postgresql| aws| .net| api| node.js,Software Developer
 qa| quality audit| quality improvement| quality management| third party| quality adherence,Maintenance Engineer
 MARKETING| NEGOTIATION| COSTING| RFQ,Sales Executive/Officer
PLM| Diploma| Teamcenter| Detailing| Design Engineering| PDM| Creo| Sheet Metal| 3D Modeling| B.E Mechanical,Design Engineer
java| j2ee| jsp| ejb| oracle| jboss| ajax| servlets| web services| struts,Software Developer
 Online Marketing| Digital Marketing| Email Marketing| Social Media Marketing| SEO| Social Media Optimization| Search Engine Optimization,Sales Promotion Manager
Post production| Visual Effects| 3D| Maya| Vice President| Broadcasting,Trainee
HTML| IOS| Javascript| html5| mobile| JSON| jQuery mobile| Cocoa framework| iphone| jquery| cocoa| CSS3| web| Database| iPhone SDK| sdk| Ajax,Software Developer
 operations| technology| human resources| finance,Finance Executive
 Healthcare| Nursing| Customer service| Malayalam| Staff Nurse| MAR| SAT| HR| hr staff,Nurse
 Technical Architect| Application Designing| DevOps| Design Patterns| SaaS| Agile,Team Lead/Technical Lead
 Broking| induction training| Industrial products| Employee engagement| HR generalist activities| Performance management system| Training and Development| Management| MS Office| Financial services,HR Executive
 qa| level ii| quality assurance engineering| mechanical engineering| qms| welding| measuring instruments| QA Engineer,Quality Assurance/Quality Control Manager
 excel| accounting| tally| word| account management,Accounts Manager
 Article writing| Social media| Content writing| Web technologies,Content Developer
Medical devices| Prototype| Concept design| NPD| Networking| Design development| Pro-E| Product design| Risk analysis| 3d cad,R&D Executive
 Appium| Automation Framework| Grid| Selenium| Java| Automation Testing| Test Scripts| Jenkins| Docker| Automation Tools,Testing Engineer
 Application development| Web technologies| Illustrator| E| Corel Draw| Javascript| XHTML| HTML| Photoshop| commerce| Business Executive,Graphic/Web Designer
 Javascript| Linux| Python| Workflow| Agile| Scrum| Consulting| SOC| Ruby| Social media,Software Developer
Section Manager|Store Manager|qsr|retail store manager|Senior Fashion Consultant|retail|store incharge|Department Manager,Retail Store Manager
 Technical Recruitment| it recruitment| recruiter| hr| Recruitment,Recruitment Executive
OOPS| Java| J2EE| Javascript| Performance Tuning| Agile| TDD,Software Developer
 Linux| Oracle DBA| Perl| Computer science| Version control| Analytical| Data Architect| PLSQL| Troubleshooting| Operations,Database Architect/Designer
 Unix| Automation| RDBMS| XML| Network security| Windows| Selenium| Open source| Testing,Testing Engineer
 RTC| Retail| Indenting| Reconciliation| Packaging| Inventory management| E-commerce| Management,Sales Executive/Officer
 Real estate construction| HVAC| WTP| Quality standards| Instrumentation| Statutory compliance| Fire protection| Project handling| STP| Electricals,Electrical Engineer-Commercial
Solaris Administration|LDOM|Veritas Cluster,System Administrator
Manager Administration & Facilities|Admin Executive|administration executive,Executive/ Sr Executive - Administration
 Selling| Integrated Marketing| Client Servicing| Key Account Management| Marketing Campaigns,Client Servicing/Key Account Manager
 Android| Javascript| Monitoring| development| css| technical| Client engagement| mobile| developing| ios| POP| Mobile development| Analytical| scrum| agile| applications,Software Developer
 mutual funds| equity| demat| dmat| sales| relationship management| broking| nism| mf,Sales/Business Development Manager
 Bench Sales| US IT Recruiter| usa| US IT Recruitment| us staffing| US IT Staffing| us recruitment| us| Recruitment,Sales Executive/Officer
